idx,source_dataset,domain_canonical,prompt_id,w_struct_jaccard,l_struct_jaccard,delta_struct_jaccard,w_ngram_overlap,l_ngram_overlap,delta_ngram_overlap,w_sycophancy,l_sycophancy,delta_sycophancy,w_correction,l_correction,delta_correction,w_affirm_prefix,l_affirm_prefix,w_max_run,l_max_run,delta_max_run,w_consensus_hits,l_consensus_hits,delta_consensus_hits,w_has_run_5,l_has_run_5,delta_has_run_5,w_peer_frame_count,l_peer_frame_count,delta_peer_frame_count,w_correction_per_1k,l_correction_per_1k,delta_correction_per_1k,chosen_model,rejected_model,preference_type
5305,unknown,unmapped,tulu_v3.9_wildjailbreak_decontaminated_50k-request-42-980,0.0000,1.0000,1.0000,0.0000,0.0580,0.0580,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,2.1598,-2.1598,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5306,unknown,unmapped,tulu_v3.9_wildjailbreak_decontaminated_50k-request-44-74,0.0000,0.0000,0.0000,0.0044,0.0084,0.0040,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-30b-3a,yi-9b,llm_judged
5307,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-77-917,0.0000,0.0000,0.0000,0.0035,0.0076,0.0041,0,0,0,0,0,0,1,1,4,2,-2,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5308,unknown,unmapped,tulu_v3.9_aya_100k-request-83-973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-coder-no_reasoning-30b-3a,qwen3-no_reasoning-1.7b,llm_judged
5309,unknown,unmapped,tulu_v3.9_sciriff_10k-request-5-579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5310,unknown,unmapped,filtered_wc_sample_500k-request-220-814,0.0000,0.0000,0.0000,0.0000,0.0050,0.0050,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5311,unknown,unmapped,Wildchat-1M-gpt-4.1-regenerated-english-request-50-481,0.3333,0.2000,-0.1333,0.0000,0.0064,0.0064,0,0,0,0,1,-1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0.0000,0.2843,-0.2843,qwen3-no_reasoning-4b,qwen3-no_reasoning-1.7b,llm_judged
5312,unknown,unmapped,correct-python-sft-187k-request-96-667,0.2500,0.2500,0.0000,0.1183,0.1636,0.0454,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-1.7b,qwen3-no_reasoning-0.6b,llm_judged
5313,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-49-431,0.0000,0.0000,0.0000,0.0078,0.0047,-0.0032,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5314,unknown,unmapped,multiturn_self_talk_qwen_1536,0.5000,0.0000,-0.5000,0.2754,0.1683,-0.1071,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,multiturn_self_talk
5315,unknown,unmapped,correct-python-sft-187k-request-151-793,0.6000,0.4000,-0.2000,0.0335,0.0451,0.0116,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gemma3-12b,olmo2-1b,llm_judged
5316,unknown,unmapped,multiturn_self_talk_qwen_274,0.5000,1.0000,0.5000,0.0044,0.0150,0.0106,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,multiturn_self_talk
5317,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-93-290,0.2500,1.0000,0.7500,0.0762,0.1076,0.0314,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.3537,0.0000,0.3537,gpt-4.1-2025-04-14,olmo2-32b,llm_judged
5318,unknown,unmapped,tulu_v3.9_wildjailbreak_decontaminated_50k-request-40-16,0.0000,0.0000,0.0000,0.0078,0.0076,-0.0002,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5319,unknown,unmapped,tulu_v3.9_sciriff_10k-request-1-577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5320,unknown,unmapped,IF_sft_data_verified_permissive-request-8-279,0.2500,0.5000,0.2500,0.0883,0.3924,0.3041,0,0,0,0,0,0,1,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-14b,olmo2-1b,llm_judged
5321,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-49-259,0.0000,0.0000,0.0000,0.0034,0.0037,0.0003,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5322,unknown,unmapped,filtered_wc_sample_500k-request-257-26,1.0000,1.0000,0.0000,0.0000,0.0274,0.0274,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.4105,-0.4105,gpt-20b,qwen3-no_reasoning-1.7b,llm_judged
5323,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-42-670,0.5000,0.5000,0.0000,0.0179,0.0052,-0.0128,0,0,0,3,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.9107,0.5665,0.3443,phi4-mini-instruct,gemma3-4b,llm_judged
5324,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-15-214,0.0000,0.0000,0.0000,0.0638,0.7701,0.7062,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5325,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-7-710,0.3333,0.3333,0.0000,0.0219,0.0558,0.0339,0,0,0,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.4948,0.0000,0.4948,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5326,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-50-845,0.0000,0.0000,0.0000,0.0094,0.0270,0.0176,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5327,unknown,unmapped,filtered_wc_sample_500k-request-186-539,1.0000,1.0000,0.0000,0.1552,0.7051,0.5499,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5328,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-36-108,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-32b,yi-34b,llm_judged
5329,unknown,unmapped,Wildchat-1m-gpt-4.1-regeneration-not-english-request-88-620,0.0000,0.0000,0.0000,0.1613,0.0000,-0.1613,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5330,unknown,unmapped,Wildchat-1m-gpt-4.1-regeneration-not-english-request-50-697,0.0000,1.0000,1.0000,0.1613,0.0000,-0.1613,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,1,1,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5331,unknown,unmapped,Wildchat-1M-gpt-4.1-regenerated-english-request-141-820,0.2000,0.2500,0.0500,0.1724,0.9044,0.7320,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,1,1,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5332,unknown,unmapped,filtered_wc_sample_500k-request-60-803,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5333,unknown,unmapped,Wildchat-1m-gpt-4.1-regeneration-not-english-request-76-347,0.0000,0.0000,0.0000,0.0403,0.0696,0.0293,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,phi4-mini-instruct,qwen3-no_reasoning-0.6b,llm_judged
5334,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-92-429,0.2500,0.2500,0.0000,0.0529,0.0750,0.0221,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gemma3-4b,olmo2-13b,llm_judged
5335,unknown,unmapped,tulu-3-sft-personas-math-request-61-267,0.2000,0.2000,0.0000,0.0787,0.1165,0.0378,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5336,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-28-327,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,gpt-4.1-2025-04-14,llm_judged
5337,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-75-722,0.4000,0.2500,-0.1500,0.0227,0.0604,0.0377,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-30b-3a,olmo2-1b,llm_judged
5338,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-43-902,0.0000,0.0000,0.0000,0.0202,0.0000,-0.0202,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5339,unknown,unmapped,tulu-3-sft-personas-math-grade-request-13-812,0.2500,0.2500,0.0000,0.0536,0.2069,0.1533,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5340,unknown,unmapped,tulu-3-sft-personas-math-grade-request-46-972,0.0000,0.0000,0.0000,0.0571,0.0286,-0.0286,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5341,unknown,unmapped,tulu-3-sft-personas-math-request-106-493,0.4000,0.5000,0.1000,0.0922,0.1660,0.0737,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-coder-no_reasoning-30b-3a,phi4-mini-instruct,llm_judged
5342,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-53-509,1.0000,0.0000,-1.0000,0.6316,1.0000,0.3684,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-32b,olmo2-1b,llm_judged
5343,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-12-736,0.5000,0.2500,-0.2500,0.1021,0.1747,0.0726,0,0,0,0,1,-1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.2137,-0.2137,gpt-120b,olmo2-7b,llm_judged
5344,unknown,unmapped,tulu_v3.9_open_math_2_gsm8k_50k-request-13-605,0.0000,0.0000,0.0000,0.0380,0.0727,0.0348,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5345,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-80-401,0.5000,0.5000,0.0000,0.0208,0.0221,0.0013,1,0,-1,4,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.2816,0.6826,-0.4010,qwen3-no_reasoning-4b,olmo2-1b,llm_judged
5346,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-22-745,0.0000,0.0000,0.0000,0.1247,0.0678,-0.0569,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-14b,qwen3-no_reasoning-0.6b,llm_judged
5347,unknown,unmapped,correct-python-sft-187k-request-104-275,0.6000,0.4000,-0.2000,0.0464,0.0759,0.0295,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5348,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-3-927,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,2.5445,-2.5445,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5349,unknown,unmapped,tulu_v3.9_aya_100k-request-56-696,1.0000,0.0000,-1.0000,0.1857,0.3380,0.1523,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-4.1-2025-04-14,qwen3-no_reasoning-1.7b,llm_judged
5350,unknown,unmapped,tulu_v3.9_sciriff_10k-request-9-156,0.0000,0.0000,0.0000,0.2857,0.4286,0.1429,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5351,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-55-729,0.6667,1.0000,0.3333,0.2258,0.5128,0.2870,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5352,unknown,unmapped,filtered_wc_sample_500k-request-389-880,0.0000,0.0000,0.0000,0.0000,0.8333,0.8333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gemma3-27b,olmo2-13b,llm_judged
5353,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-61-497,0.3333,0.3333,0.0000,0.0125,0.0404,0.0279,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.7037,0.0000,0.7037,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5354,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-54-20,0.0000,0.0000,0.0000,0.0000,0.0165,0.0165,0,0,0,2,0,2,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,1.3396,0.0000,1.3396,olmo2-7b,qwen3-no_reasoning-1.7b,llm_judged
5355,unknown,unmapped,tulu-3-sft-personas-instruction-following-o3-request-23-870,0.0000,0.0000,0.0000,0.0063,0.0186,0.0123,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5356,unknown,unmapped,multiturn_related_query_qwen_549,1.0000,1.0000,0.0000,0.0159,0.1250,0.1091,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.4691,0.0000,2.4691,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,multiturn_synthetic_context
5357,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-72-808,0.0000,0.0000,0.0000,0.1217,0.1841,0.0624,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-1.7b,llm_judged
5358,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-7-384,0.2000,0.2500,0.0500,0.0391,0.0788,0.0398,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-14b,yi-9b,llm_judged
5359,unknown,unmapped,correct-python-sft-187k-request-162-117,0.5000,0.4000,-0.1000,0.0632,0.1807,0.1176,0,0,0,0,0,0,1,1,3,2,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5360,unknown,unmapped,tulu-3-sft-personas-math-request-109-682,0.2500,0.5000,0.2500,0.1650,0.1975,0.0325,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,mistral-24b,olmo2-1b,llm_judged
5361,unknown,unmapped,filtered_wc_sample_500k-request-190-155,0.0000,0.0000,0.0000,0.0106,0.0012,-0.0093,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,yi-34b,qwen3-no_reasoning-14b,llm_judged
5362,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-21-607,0.0000,0.0000,0.0000,0.1009,0.0280,-0.0729,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.9921,-0.9921,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,llm_judged
5363,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-36-660,0.0000,0.0000,0.0000,1.0000,0.7692,-0.2308,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5364,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-129-805,1.0000,1.0000,0.0000,0.0909,0.1852,0.0943,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5365,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-66-978,0.4000,0.1667,-0.2333,0.0491,0.0089,-0.0402,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5366,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-45-561,0.0000,0.0000,0.0000,0.0230,0.0195,-0.0035,0,0,0,1,2,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2638,0.4742,-0.2104,olmo2-13b,yi-9b,llm_judged
5367,unknown,unmapped,filtered_wc_sample_500k-request-186-599,0.0000,0.0000,0.0000,0.0116,0.0056,-0.0060,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-1.7b,gemma3-12b,llm_judged
5368,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-6-762,0.2500,0.2500,0.0000,0.0420,0.1082,0.0663,0,0,0,0,1,-1,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.7680,-0.7680,qwen3-no_reasoning-4b,qwen3-no_reasoning-0.6b,llm_judged
5369,unknown,unmapped,correct-python-sft-187k-request-122-86,0.3333,0.6667,0.3333,0.0970,0.0174,-0.0796,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-32b,olmo2-7b,llm_judged
5370,unknown,unmapped,tulu-3-sft-personas-algebra-request-19-551,0.2000,0.4000,0.2000,0.0487,0.1145,0.0657,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5371,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-106-471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.1468,-0.1468,qwq-32b,olmo2-13b,llm_judged
5372,unknown,unmapped,Wildchat-1M-gpt-4.1-regenerated-english-request-177-558,1.0000,0.5000,-0.5000,0.0667,0.1727,0.1061,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5373,unknown,unmapped,tulu-3-sft-personas-math-request-87-594,0.4000,0.6000,0.2000,0.0382,0.0308,-0.0074,0,0,0,0,1,-1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.0000,0.2144,-0.2144,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,llm_judged
5374,unknown,unmapped,flan_v2_converted-request-55-39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5375,unknown,unmapped,tulu-3-sft-personas-math-request-4-834,0.8000,0.8000,0.0000,0.0358,0.0591,0.0233,0,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5376,unknown,unmapped,flan_v2_converted-request-23-748,0.6667,0.0000,-0.6667,0.1692,0.0000,-0.1692,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gemma3-27b,olmo2-1b,llm_judged
5377,unknown,unmapped,flan_v2_converted-request-43-665,0.0000,0.5000,0.5000,0.0000,0.6000,0.6000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-13b,qwen3-no_reasoning-0.6b,llm_judged
5378,unknown,unmapped,multiturn_repeat_gpt_2337,0.0000,0.0000,0.0000,0.1250,0.0000,-0.1250,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-4o,gpt-3.5,multiturn_synthetic_context
5379,unknown,unmapped,filtered_wc_sample_500k-request-238-572,0.0000,0.0000,0.0000,0.0142,0.0080,-0.0062,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-4b,olmo2-7b,llm_judged
5380,unknown,unmapped,flan_v2_converted-request-19-386,1.0000,0.6667,-0.3333,0.0714,0.5250,0.4536,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5381,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-22-192,0.0000,0.0000,0.0000,0.0000,0.1379,0.1379,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-4.1-2025-04-14,phi4-mini-instruct,llm_judged
5382,unknown,unmapped,Wildchat-1m-gpt-4.1-regeneration-not-english-request-296-229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-4.1-2025-04-14,yi-9b,llm_judged
5383,unknown,unmapped,correct-python-sft-187k-request-136-486,0.2000,0.2000,0.0000,0.0491,0.0751,0.0260,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5384,unknown,unmapped,tulu_v3.9_wildjailbreak_decontaminated_50k-request-41-265,0.0000,0.0000,0.0000,0.0000,0.0043,0.0043,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4592,0.3231,0.1361,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5385,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-125-737,0.2000,0.2000,0.0000,0.0254,0.0654,0.0401,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5386,unknown,unmapped,multiturn_self_talk_qwen_459,0.0000,0.0000,0.0000,0.0370,0.0270,-0.0100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,multiturn_self_talk
5387,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-90-135,1.0000,1.0000,0.0000,1.0000,0.3125,-0.6875,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5388,unknown,unmapped,tulu-3-sft-personas-math-request-47-676,0.4000,0.4000,0.0000,0.1617,0.2680,0.1062,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5389,unknown,unmapped,tulu_v3.9_sciriff_10k-request-9-113,0.5000,0.5000,0.0000,0.8571,0.5517,-0.3054,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
5390,unknown,unmapped,tulu-3-sft-coconot-regenerated-request-11-216,0.0000,0.0000,0.0000,0.0074,0.0273,0.0199,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.7252,-0.7252,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
