idx,source_dataset,domain_canonical,prompt_id,w_struct_jaccard,l_struct_jaccard,delta_struct_jaccard,w_ngram_overlap,l_ngram_overlap,delta_ngram_overlap,w_sycophancy,l_sycophancy,delta_sycophancy,w_correction,l_correction,delta_correction,w_affirm_prefix,l_affirm_prefix,w_max_run,l_max_run,delta_max_run,w_consensus_hits,l_consensus_hits,delta_consensus_hits,w_has_run_5,l_has_run_5,delta_has_run_5,w_peer_frame_count,l_peer_frame_count,delta_peer_frame_count,w_correction_per_1k,l_correction_per_1k,delta_correction_per_1k,chosen_model,rejected_model,preference_type
1490,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-61-122,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1491,unknown,unmapped,correct-python-sft-187k-request-134-206,0.4000,0.4000,0.0000,0.0578,0.0567,-0.0010,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1492,unknown,unmapped,flan_v2_converted-request-70-873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-1b,qwen3-no_reasoning-32b,llm_judged
1493,unknown,unmapped,IF_sft_data_verified_permissive-request-5-422,0.3333,1.0000,0.6667,0.0604,0.1558,0.0954,0,0,0,1,0,1,0,0,12,2,-10,0,0,0,1,0,-1,0,0,0,0.1791,0.0000,0.1791,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1494,unknown,unmapped,correct-python-sft-187k-request-111-346,0.5000,0.3333,-0.1667,0.1900,0.1677,-0.0223,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1495,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-1-670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1496,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-99-448,0.5000,0.5000,0.0000,0.0273,0.0963,0.0689,1,0,-1,0,2,-2,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.8776,-0.8776,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1497,unknown,unmapped,Wildchat-1M-gpt-4.1-regenerated-english-request-93-32,0.5000,0.5000,0.0000,0.0218,0.0052,-0.0166,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-4b,qwen3-no_reasoning-1.7b,llm_judged
1498,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-2-219,0.2500,0.2500,0.0000,0.0471,0.1055,0.0584,2,0,-2,2,0,2,1,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.2143,0.0000,0.2143,qwen3-no_reasoning-30b-3a,phi4-mini-instruct,llm_judged
1499,unknown,unmapped,correct-python-sft-187k-request-92-975,0.4000,0.4000,0.0000,0.0625,0.1901,0.1276,0,0,0,0,0,0,1,1,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1500,unknown,unmapped,correct-python-sft-187k-request-61-422,0.0000,0.0000,0.0000,0.0980,0.0918,-0.0063,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1501,unknown,unmapped,correct-python-sft-187k-request-21-139,0.6000,0.5000,-0.1000,0.0989,0.0913,-0.0076,0,0,0,0,0,0,0,0,5,4,-1,0,0,0,1,0,-1,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-1.7b,mistral-24b,llm_judged
1502,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-92-215,0.4000,0.2000,-0.2000,0.0311,0.0325,0.0015,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1503,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-10-750,0.0000,0.0000,0.0000,0.0068,0.0692,0.0624,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1504,unknown,unmapped,correct-python-sft-187k-request-106-837,0.2000,0.2000,0.0000,0.0983,0.0324,-0.0659,0,0,0,0,0,0,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1505,unknown,unmapped,tulu_v3.9_open_math_2_gsm8k_50k-request-44-960,0.0000,0.0000,0.0000,0.0915,0.1379,0.0464,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,yi-34b,olmo2-32b,llm_judged
1506,unknown,unmapped,filtered_wc_sample_500k-request-218-205,0.0000,0.0000,0.0000,0.0077,0.0363,0.0286,0,0,0,1,0,1,1,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.3160,0.0000,0.3160,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1507,unknown,unmapped,tulu_v3.9_wildjailbreak_decontaminated_50k-request-26-830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.3686,0.0000,0.3686,olmo2-7b,olmo2-13b,llm_judged
1508,unknown,unmapped,multiturn_self_talk_gpt_1593,0.0000,0.0000,0.0000,0.1111,0.5938,0.4826,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-4o,gpt-3.5,multiturn_self_talk
1509,unknown,unmapped,correct-python-sft-187k-request-92-861,0.4000,0.5000,0.1000,0.1562,0.1500,-0.0063,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1510,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-42-231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1511,unknown,unmapped,IF_sft_data_verified_permissive-request-3-675,0.4000,0.6667,0.2667,0.0811,0.1579,0.0768,0,0,0,0,1,-1,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.4985,-0.4985,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1512,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-28-961,0.0000,1.0000,1.0000,1.0000,0.9874,-0.0126,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1513,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-9-365,0.0000,0.0000,0.0000,0.0836,0.0826,-0.0010,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1514,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-104-708,0.0000,1.0000,1.0000,0.0427,1.0000,0.9573,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1515,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-48-584,1.0000,1.0000,0.0000,0.0067,0.8114,0.8047,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1516,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-49-607,0.2500,0.5000,0.2500,0.0255,0.0187,-0.0068,0,1,1,0,2,-2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.4286,-0.4286,gpt-4.1-2025-04-14,gemma3-4b,llm_judged
1517,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-76-110,0.0000,0.0000,0.0000,0.0240,0.1747,0.1507,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5147,0.8532,-0.3386,gemma3-4b,qwen3-no_reasoning-0.6b,llm_judged
1518,unknown,unmapped,Wildchat-1m-gpt-4.1-regeneration-not-english-request-308-544,0.5000,0.3333,-0.1667,0.0355,0.0257,-0.0098,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1519,unknown,unmapped,flan_v2_converted-request-59-705,0.0000,0.0000,0.0000,0.3200,1.0000,0.6800,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,mistral-24b,qwen3-no_reasoning-1.7b,llm_judged
1520,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-6-862,0.5000,0.2500,-0.2500,0.0060,0.0347,0.0287,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-120b,yi-9b,llm_judged
1521,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-52-644,0.0000,0.0000,0.0000,0.1135,0.1515,0.0380,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7148,0.0000,0.7148,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1522,unknown,unmapped,Wildchat-1M-gpt-4.1-regenerated-english-request-310-345,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,1.3298,-1.3298,gpt-20b,qwen3-no_reasoning-1.7b,llm_judged
1523,unknown,unmapped,correct-python-sft-187k-request-115-312,0.6000,0.5000,-0.1000,0.1173,0.0369,-0.0805,0,0,0,0,0,0,1,1,4,2,-2,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-1.7b,olmo2-7b,llm_judged
1524,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-50-579,0.0000,0.0000,0.0000,0.0000,0.0002,0.0002,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1525,unknown,unmapped,correct-python-sft-187k-request-91-43,0.4000,0.3333,-0.0667,0.0032,0.0124,0.0092,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwq-32b,olmo2-7b,llm_judged
1526,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-15-245,0.3333,0.3333,0.0000,0.0660,0.0520,-0.0140,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1527,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-26-507,0.0000,0.0000,0.0000,0.0881,0.1508,0.0626,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1528,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-31-561,0.0000,0.0000,0.0000,0.0077,0.0456,0.0380,0,0,0,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0.2999,0.0000,0.2999,yi-34b,qwen3-no_reasoning-1.7b,llm_judged
1529,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-19-287,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-8b,yi-34b,llm_judged
1530,unknown,unmapped,flan_v2_converted-request-65-426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-13b,gemma3-4b,llm_judged
1531,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-62-639,0.4000,0.3333,-0.0667,0.0386,0.0324,-0.0062,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-13b,yi-9b,llm_judged
1532,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-52-503,0.2500,0.5000,0.2500,0.0357,0.1281,0.0925,2,0,-2,0,2,-2,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.6004,-0.6004,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1533,unknown,unmapped,tulu_v3.9_wildjailbreak_decontaminated_50k-request-18-633,0.0000,0.0000,0.0000,0.0017,0.0477,0.0461,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-4b,yi-34b,llm_judged
1534,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-118-331,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-coder-no_reasoning-30b-3a,qwen3-no_reasoning-0.6b,llm_judged
1535,unknown,unmapped,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-988,0.0000,0.0000,0.0000,0.0033,0.0000,-0.0033,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5035,0.3789,0.1246,qwq-32b,olmo2-13b,llm_judged
1536,unknown,unmapped,IF_sft_data_verified_permissive-request-8-76,0.5000,0.0000,-0.5000,0.0000,0.2500,0.2500,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-30b-3a,qwen3-no_reasoning-1.7b,llm_judged
1537,unknown,unmapped,Wildchat-1m-gpt-4.1-regeneration-not-english-request-19-828,1.0000,0.0000,-1.0000,0.0000,0.0541,0.0541,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1538,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-7-838,0.0000,1.0000,1.0000,0.0259,0.0000,-0.0259,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1539,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-6-628,1.0000,0.0000,-1.0000,0.0217,0.0000,-0.0217,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.6101,0.0000,3.6101,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1540,unknown,unmapped,tulu-3-sft-personas-algebra-request-12-642,0.4000,0.2000,-0.2000,0.1782,0.0487,-0.1295,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.1822,0.4505,-0.2683,qwen3-no_reasoning-4b,olmo2-1b,llm_judged
1541,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-54-240,0.6667,0.4000,-0.2667,0.0810,0.0000,-0.0810,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1542,unknown,unmapped,tulu_v3.9_aya_100k-request-13-902,0.2500,0.0000,-0.2500,0.0000,0.0009,0.0009,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-20b,phi4-mini-instruct,llm_judged
1543,unknown,unmapped,flan_v2_converted-request-11-593,0.6667,0.0000,-0.6667,0.3404,0.2174,-0.1230,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,phi4-mini-instruct,olmo2-7b,llm_judged
1544,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-88-275,1.0000,1.0000,0.0000,0.0000,0.0469,0.0469,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1545,unknown,unmapped,tulu_v3.9_open_math_2_gsm8k_50k-request-36-161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1546,unknown,unmapped,correct-python-sft-187k-request-122-146,0.5000,0.5000,0.0000,0.0035,0.0618,0.0582,0,0,0,0,0,0,0,0,4,2,-2,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-20b,olmo2-1b,llm_judged
1547,unknown,unmapped,tulu-3-sft-personas-instruction-following-o3-request-12-740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1548,unknown,unmapped,tulu_v3.9_sciriff_10k-request-9-234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1549,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-45-946,0.0000,1.0000,1.0000,0.0107,0.0000,-0.0107,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-1b,qwen3-no_reasoning-30b-3a,llm_judged
1550,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-56-142,0.2500,0.2500,0.0000,0.1034,0.2466,0.1432,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1551,unknown,unmapped,ultrafeedback_cleaned_olmo2_7b-request-36-839,0.5000,0.0000,-0.5000,0.0923,0.2532,0.1609,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1552,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-2-659,0.3333,0.2500,-0.0833,0.0514,0.0679,0.0165,0,0,0,1,4,-3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.2543,0.6929,-0.4386,olmo2-32b,qwen3-no_reasoning-1.7b,llm_judged
1553,unknown,unmapped,flan_v2_converted-request-61-679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1554,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-71-326,0.0000,0.0000,0.0000,0.0421,0.1212,0.0791,0,0,0,0,1,-1,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.6211,-0.6211,qwen3-no_reasoning-14b,olmo2-1b,llm_judged
1555,unknown,unmapped,flan_v2_converted-request-81-606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.7778,0.0000,2.7778,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1556,unknown,unmapped,tulu_v3.9_table_gpt_5k-request-3-209,0.3333,0.3333,0.0000,0.4231,0.4231,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,yi-9b,llm_judged
1557,unknown,unmapped,correct-python-sft-187k-request-37-628,0.0000,0.0000,0.0000,0.0300,0.1412,0.1112,0,0,0,0,0,0,1,1,2,7,5,0,0,0,0,1,1,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1558,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-36-511,0.0000,0.0000,0.0000,0.0000,0.0081,0.0081,0,0,0,0,1,-1,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.0000,0.6515,-0.6515,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1559,unknown,unmapped,tulu_v3.9_wildjailbreak_decontaminated_50k-request-26-237,0.0000,0.0000,0.0000,0.0065,0.0189,0.0124,0,0,0,1,1,0,1,1,2,1,-1,0,0,0,0,0,0,0,0,0,0.3440,0.2200,0.1240,olmo2-7b,qwen3-no_reasoning-1.7b,llm_judged
1560,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-76-464,0.0000,0.0000,0.0000,0.0199,0.0342,0.0142,0,0,0,0,0,0,1,1,3,2,-1,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1561,unknown,unmapped,Wildchat-1M-gpt-4.1-regenerated-english-request-307-767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,gpt-4.1-2025-04-14,qwen3-no_reasoning-0.6b,llm_judged
1562,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-97-262,0.0000,0.0000,0.0000,0.0302,0.0678,0.0376,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,phi4-mini-instruct,qwen3-no_reasoning-0.6b,llm_judged
1563,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-39-427,0.0000,0.0000,0.0000,0.0000,0.0070,0.0070,0,0,0,1,0,1,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0.3492,0.0000,0.3492,gemma3-27b,qwen3-coder-no_reasoning-30b-3a,llm_judged
1564,unknown,unmapped,tulu_v3.9_sciriff_10k-request-9-433,0.5000,0.5000,0.0000,0.0346,0.1429,0.1083,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.3659,0.0000,0.3659,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1565,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-13-168,0.4000,0.2500,-0.1500,0.0467,0.1149,0.0682,0,0,0,1,0,1,1,1,2,1,-1,0,0,0,0,0,0,0,0,0,0.1441,0.0000,0.1441,qwen3-no_reasoning-8b,qwen3-no_reasoning-0.6b,llm_judged
1566,unknown,unmapped,tulu_v3.9_sciriff_10k-request-1-593,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1567,unknown,unmapped,tulu-3-sft-personas-math-request-10-684,0.4000,0.5000,0.1000,0.0969,0.0925,-0.0044,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-13b,olmo2-1b,llm_judged
1568,unknown,unmapped,tulu_v3.9_sciriff_10k-request-4-761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1569,unknown,unmapped,tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k-request-26-487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.5260,0.0000,0.5260,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1570,unknown,unmapped,evol_codealpaca_heval_decontaminated-request-97-785,0.4000,0.5000,0.1000,0.0915,0.1071,0.0156,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,olmo2-7b,olmo2-13b,llm_judged
1571,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-32-363,0.5000,0.2500,-0.2500,0.0179,0.0389,0.0210,2,0,-2,1,4,-3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.1492,1.0093,-0.8601,gemma3-12b,olmo2-1b,llm_judged
1572,unknown,unmapped,tulu-3-sft-personas-math-grade-request-23-20,0.2500,0.0000,-0.2500,0.0833,0.1466,0.0632,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-1.7b,yi-34b,llm_judged
1573,unknown,unmapped,valpy_if_qwq_reasoning_verified_no_reasoning-request-33-546,0.5000,1.0000,0.5000,0.0308,0.7697,0.7390,0,0,0,0,1,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,1.1723,-1.1723,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1574,unknown,unmapped,DaringAnteater-prefs_olmo2_7b-request-1-981,0.5000,0.5000,0.0000,0.3936,0.5294,0.1358,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,qwen3-no_reasoning-32b,qwen3-no_reasoning-0.6b,delta_learning
1575,unknown,unmapped,OpenThoughts3-full-filtered-science-no-cot-request-13-168,0.4000,0.5000,0.1000,0.0288,0.0220,-0.0068,0,1,1,1,2,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1394,0.3964,-0.2569,qwen3-no_reasoning-8b,phi4-mini-instruct,llm_judged
